GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
14900,10120.32,25277.08,36001.97,-27087.0,-239235.95,12228.22,138568.92,-32269.29,1028.88,-44126.45,-31240.41,-75366.86
14910,9906.05,25026.3,35995.39,-27062.2,-239592.68,12273.3,138992.21,-32146.91,1025.67,-44461.63,-31121.24,-75582.87
14920,10020.41,25040.78,35978.07,-27100.63,-239345.74,12195.35,138817.23,-32315.57,1032.72,-44394.52,-31282.85,-75677.37
14930,9953.09,25160.07,35982.59,-27042.22,-239635.1,12352.07,138974.42,-32042.96,1030.47,-44255.08,-31012.49,-75267.57
14940,9993.7,25234.94,36046.37,-27088.53,-239425.15,12332.28,138707.45,-32188.22,1025.44,-44198.95,-31162.78,-75361.73
14950,9959.25,25195.68,36135.97,-27273.1,-239125.77,12294.29,138682.75,-32285.22,1017.7,-44130.92,-31267.52,-75398.44
14960,10132.9,25261.63,36071.0,-27073.05,-239472.33,12229.17,138646.63,-32122.89,1026.32,-44204.05,-31096.57,-75300.62
14970,9942.2,25092.1,36108.09,-27227.56,-239425.67,12216.21,138800.06,-32125.88,1023.58,-44494.57,-31102.3,-75596.87
14980,10052.81,24887.22,36023.44,-27158.52,-239840.47,12308.83,138900.89,-31937.35,1017.28,-44825.8,-30920.07,-75745.87
14990,10096.13,24978.02,36117.03,-27151.33,-239544.36,12257.84,138812.62,-31943.48,1024.22,-44434.05,-30919.26,-75353.31
15000,10058.63,24684.07,35903.24,-27066.75,-239954.14,12326.75,139279.97,-32035.86,1022.98,-44768.22,-31012.88,-75781.11
15010,10033.99,25103.02,35961.68,-27122.08,-239307.15,12212.85,138863.44,-32217.9,1031.44,-44254.25,-31186.46,-75440.71
15020,10049.69,25048.89,36089.48,-27145.18,-239711.25,12205.23,138736.41,-31776.72,1021.11,-44726.74,-30755.61,-75482.34
15030,10007.29,24858.52,36106.68,-27127.63,-239530.32,12298.64,138942.9,-32027.28,1025.5,-44443.91,-31001.78,-75445.69
15040,9980.11,24860.04,36019.31,-27047.65,-239851.32,12250.92,138910.58,-31777.71,1020.86,-44878.02,-30756.85,-75634.87
15050,9940.76,25064.7,35988.36,-27042.29,-239790.09,12271.67,138769.38,-31788.96,1024.09,-44797.51,-30764.87,-75562.38
15060,9972.16,25119.98,35968.37,-26996.45,-239523.41,12248.93,139113.48,-32213.53,1030.03,-44096.93,-31183.5,-75280.43
15070,9833.08,25075.66,36012.34,-27029.52,-239377.11,12309.77,138899.35,-32324.71,1030.98,-44276.43,-31293.73,-75570.17
15080,10083.08,24708.81,36097.36,-27010.85,-239321.77,12234.4,138750.98,-32294.24,1037.82,-44457.98,-31256.43,-75714.4
15090,9982.51,25113.58,36008.33,-27082.18,-239341.09,12261.98,138695.7,-32255.92,1033.95,-44361.19,-31221.97,-75583.15
15100,9980.84,24985.44,35949.43,-27256.03,-239092.07,12233.0,138736.61,-32473.74,1021.99,-44462.78,-31451.75,-75914.54
15110,9997.65,25165.55,35994.8,-26963.12,-239363.75,12265.52,138790.17,-32395.46,1033.05,-44113.18,-31362.41,-75475.59
15120,10003.04,24957.36,36071.5,-26953.77,-239662.18,12205.42,138896.48,-32101.71,1036.54,-44482.15,-31065.17,-75547.31
15130,10063.57,25225.39,36015.13,-27086.35,-239170.18,12218.93,138672.94,-32371.6,1033.49,-44060.57,-31338.11,-75398.69
15140,10120.63,24925.14,36017.63,-27067.14,-239285.25,12160.98,138698.23,-32277.33,1028.71,-44429.78,-31248.62,-75678.4
15150,10005.57,25003.94,35963.43,-27135.68,-239255.13,12197.9,138703.01,-32192.14,1029.39,-44516.97,-31162.74,-75679.71
15160,10006.76,25218.95,35996.14,-27040.01,-239452.77,12233.58,138832.7,-32137.49,1025.51,-44204.65,-31111.98,-75316.63
15170,10096.53,25052.38,35952.19,-27188.81,-239316.15,12215.47,138627.36,-32085.85,1027.2,-44561.03,-31058.64,-75619.67
15180,9974.13,24969.54,36117.88,-27122.7,-239755.69,12208.04,138906.92,-31956.22,1028.15,-44701.9,-30928.07,-75629.97
15190,10117.35,25067.36,36011.34,-27026.34,-239653.22,12199.31,138906.12,-32159.95,1032.21,-44378.08,-31127.74,-75505.82
15200,10089.18,25117.16,36133.73,-27065.34,-239613.54,12323.07,138831.81,-31970.05,1024.34,-44183.93,-30945.71,-75129.64
15210,9814.7,25098.92,35938.69,-27046.89,-239472.22,12347.63,138950.99,-32239.78,1028.36,-44368.18,-31211.42,-75579.6
15220,9956.24,24919.02,36003.71,-27086.4,-239451.02,12266.89,138870.95,-32254.68,1025.7,-44520.6,-31228.98,-75749.59
15230,10070.28,24974.32,35962.69,-27038.82,-239313.16,12206.84,138854.41,-32344.25,1029.86,-44283.43,-31314.39,-75597.82
15240,9725.54,24943.48,36004.09,-27051.32,-239238.07,12252.35,138826.93,-32416.86,1029.95,-44537.0,-31386.91,-75923.91
15250,9850.83,25229.22,36069.93,-27119.42,-239418.28,12241.85,138812.16,-32221.82,1026.64,-44333.72,-31195.18,-75528.9
15260,9938.29,25089.31,36078.13,-27020.33,-239257.87,12235.8,138979.09,-32475.01,1033.38,-43957.58,-31441.62,-75399.21
15270,9923.48,25173.86,36037.31,-27080.74,-239394.89,12226.11,138991.47,-32312.51,1022.6,-44123.39,-31289.91,-75413.3
15280,10020.07,24939.67,35990.82,-27117.92,-239446.71,12217.34,138749.84,-32170.52,1029.42,-44646.9,-31141.1,-75788.0
15290,9861.05,25108.23,35847.02,-27029.31,-239283.78,12224.72,138820.97,-32370.48,1025.86,-44451.11,-31344.62,-75795.73
15300,9986.61,25090.26,36151.76,-27119.23,-239289.64,12254.55,138867.47,-32480.29,1030.01,-44058.23,-31450.28,-75508.51
15310,10071.18,25033.3,36173.84,-27131.53,-239011.24,12141.14,138640.92,-32506.78,1034.58,-44082.39,-31472.2,-75554.59
15320,9989.75,25057.61,36116.83,-27125.8,-239341.9,12265.86,138685.95,-32307.76,1019.35,-44351.7,-31288.41,-75640.11
15330,9919.61,24963.69,35959.2,-27053.69,-238995.89,12287.85,138568.94,-32436.57,1023.74,-44350.28,-31412.83,-75763.12
15340,10084.82,25056.37,36075.08,-27002.94,-239358.54,12271.88,138920.43,-32471.2,1029.5,-43952.89,-31441.7,-75394.59
15350,9856.34,25127.01,36128.4,-27144.59,-239333.41,12211.23,138910.47,-32364.93,1022.37,-44244.56,-31342.56,-75587.12
15360,9895.68,24876.7,36084.4,-27112.22,-239343.79,12216.91,139084.7,-32543.64,1024.13,-44297.62,-31519.51,-75817.13
15370,9943.02,25153.31,35910.42,-27166.2,-239336.62,12242.12,139059.44,-32425.34,1025.18,-44194.5,-31400.17,-75594.67
15380,9925.57,25028.21,36102.83,-27140.35,-239464.03,12238.53,138950.23,-32204.28,1014.81,-44359.0,-31189.47,-75548.47
15390,10027.19,24860.19,35941.7,-27169.57,-239054.68,12260.47,138884.13,-32464.78,1024.7,-44250.57,-31440.09,-75690.66
15400,9948.93,24845.65,35924.96,-27121.08,-239209.99,12237.63,138772.32,-32283.99,1029.97,-44601.58,-31254.02,-75855.61
15410,9911.89,25129.11,36106.46,-27175.06,-239268.99,12250.39,138795.61,-32350.08,1025.93,-44250.59,-31324.15,-75574.74
15420,10012.8,24936.95,35990.45,-27218.3,-239317.2,12265.47,138800.81,-32314.69,1019.46,-44529.03,-31295.23,-75824.27
15430,9957.82,24997.88,36076.63,-27299.1,-239264.97,12192.14,138735.49,-32262.06,1013.56,-44604.1,-31248.5,-75852.6
15440,9879.24,25006.28,36140.97,-27120.66,-239264.36,12215.12,138879.18,-32408.29,1027.01,-44264.23,-31381.28,-75645.51
15450,9896.61,24758.37,36058.84,-27103.32,-239217.3,12242.96,139006.79,-32528.14,1027.52,-44357.05,-31500.62,-75857.67
15460,9982.07,24960.91,36007.03,-26975.09,-239920.25,12370.58,139165.08,-32093.27,1029.67,-44409.67,-31063.6,-75473.27
15470,9958.76,25082.42,36023.58,-27047.37,-239207.42,12205.13,138761.92,-32415.45,1024.1,-44222.98,-31391.35,-75614.33
15480,9890.06,25204.34,36015.56,-27175.73,-239327.75,12295.77,139030.52,-32385.97,1025.48,-44067.23,-31360.49,-75427.72
15490,10104.59,25050.69,35857.29,-27127.28,-239108.74,12216.61,138771.9,-32449.36,1019.92,-44234.94,-31429.44,-75664.38
15500,9927.91,25155.23,36065.42,-27166.03,-238980.97,12230.28,138588.58,-32524.82,1016.15,-44179.59,-31508.67,-75688.25
15510,9928.97,25183.47,35996.56,-27100.19,-239306.38,12188.79,138672.74,-32246.18,1030.63,-44436.04,-31215.54,-75651.59
15520,9993.19,24884.36,36029.74,-27053.84,-239726.88,12181.11,138863.42,-32059.97,1029.9,-44828.91,-31030.07,-75858.99
15530,10082.49,25019.69,36045.51,-27163.88,-239608.63,12230.07,139012.64,-32190.44,1030.99,-44382.09,-31159.44,-75541.53
15540,9855.97,24983.53,36023.66,-27117.18,-239736.95,12288.15,139013.68,-32063.11,1020.49,-44689.13,-31042.61,-75731.74
15550,10019.74,24961.67,35860.28,-27017.53,-239661.41,12245.84,138842.64,-31941.4,1029.16,-44748.78,-30912.24,-75661.02
15560,10108.27,24948.2,35999.13,-27160.22,-239238.68,12283.75,138840.52,-32244.42,1023.43,-44219.03,-31220.99,-75440.03
15570,10101.04,24963.35,35987.79,-27125.91,-239220.34,12195.7,138889.47,-32303.91,1037.89,-44208.9,-31266.02,-75474.92
15580,9908.77,24750.72,35956.5,-27155.12,-239504.93,12165.21,138906.31,-32210.71,1027.63,-44972.54,-31183.08,-76155.62
15590,9993.73,25005.03,35932.84,-27076.79,-239377.12,12274.42,138978.13,-32238.1,1029.22,-44269.76,-31208.88,-75478.65
15600,9940.66,25140.35,35876.68,-27072.16,-239120.25,12233.28,138857.0,-32445.15,1036.22,-44144.45,-31408.93,-75553.38
15610,10052.75,25278.94,36021.2,-27016.32,-239133.25,12217.24,138722.03,-32324.74,1032.74,-43857.41,-31292.0,-75149.41
15620,10086.17,25235.06,36046.71,-27033.38,-239352.57,12274.69,138768.58,-32258.86,1030.11,-43974.73,-31228.75,-75203.48
15630,10127.07,25088.61,36010.14,-27099.56,-239344.89,12227.43,138809.09,-32214.72,1037.53,-44182.12,-31177.19,-75359.31
15640,10088.21,24913.07,36018.09,-27050.28,-239166.65,12200.88,138795.82,-32412.36,1038.2,-44200.86,-31374.16,-75575.02
15650,10110.57,25164.07,36001.3,-27005.06,-239665.52,12315.86,138985.44,-32203.79,1034.63,-44093.32,-31169.16,-75262.48
15660,9987.31,25030.44,35968.18,-27057.32,-239269.03,12230.49,138644.9,-32344.12,1030.42,-44465.03,-31313.7,-75778.73
15670,10020.25,24902.71,35942.44,-27115.1,-239447.77,12210.65,138977.12,-32303.36,1029.8,-44509.69,-31273.56,-75783.26
15680,9949.03,25073.93,35952.51,-27109.94,-239319.29,12225.02,138862.36,-32253.06,1033.95,-44366.37,-31219.11,-75585.48
15690,9968.32,24966.81,36032.77,-27096.57,-239106.88,12202.26,138606.65,-32322.16,1027.83,-44426.65,-31294.32,-75720.97
15700,9857.01,24999.2,36040.27,-27065.07,-239451.61,12248.85,138768.64,-32020.25,1027.82,-44602.7,-30992.42,-75595.13
15710,9883.79,25016.05,35998.18,-27021.97,-239006.01,12306.36,138729.55,-32411.05,1039.19,-44094.04,-31371.86,-75465.9
15720,10112.87,25147.28,35852.91,-27136.42,-239259.69,12257.36,138653.95,-32071.13,1031.6,-44371.75,-31039.53,-75411.28
15730,10028.66,25099.56,36127.27,-26989.86,-239422.07,12260.83,138605.72,-32131.7,1039.78,-44289.88,-31091.92,-75381.8
15740,9977.75,25256.76,35934.34,-27001.48,-239241.27,12276.93,138705.12,-32277.63,1037.4,-44091.86,-31240.23,-75332.09
15750,9957.03,25177.55,35980.11,-26956.35,-239394.41,12233.81,138631.35,-32195.36,1032.96,-44370.93,-31162.4,-75533.33
15760,9950.41,24982.11,35868.54,-26963.72,-239431.38,12187.29,138882.82,-32320.41,1036.29,-44523.94,-31284.12,-75808.05
15770,9980.49,25008.95,36066.73,-26974.1,-239749.71,12228.28,138916.38,-32031.16,1042.68,-44522.97,-30988.48,-75511.45
15780,9928.0,24889.18,36058.12,-27020.38,-239291.1,12314.19,138898.1,-32390.82,1041.27,-44223.89,-31349.55,-75573.44
15790,10055.88,25115.52,36003.94,-26990.44,-239016.49,12176.02,138651.33,-32452.01,1037.97,-44004.23,-31414.04,-75418.27
15800,9913.51,25270.11,35982.85,-26869.2,-239696.49,12284.81,138810.19,-32058.45,1041.95,-44304.23,-31016.49,-75320.72
15810,10117.33,24992.17,36042.53,-27052.33,-239329.05,12225.67,138643.18,-32222.83,1037.15,-44360.5,-31185.69,-75546.19
15820,10076.3,25168.44,36006.82,-26899.33,-239309.68,12174.5,138615.21,-32234.54,1035.8,-44167.75,-31198.74,-75366.49
15830,9941.84,24991.45,36103.83,-27129.71,-239461.96,12263.84,138866.05,-32192.18,1031.88,-44424.66,-31160.3,-75584.97
15840,10103.79,24850.44,35983.89,-27111.78,-239332.62,12175.93,138741.52,-32235.14,1029.79,-44588.85,-31205.36,-75794.2
15850,10053.57,25123.12,35925.37,-27079.49,-239535.07,12196.0,138687.44,-32164.76,1030.31,-44629.06,-31134.45,-75763.51
15860,10101.43,24989.78,36085.4,-27032.3,-239379.01,12225.38,138781.41,-32279.99,1036.86,-44227.89,-31243.13,-75471.02
15870,9951.12,24865.65,36003.76,-27053.45,-239322.57,12263.57,138944.95,-32292.04,1036.2,-44346.97,-31255.84,-75602.82
15880,9791.99,25183.27,36007.71,-27032.19,-239526.48,12226.28,138950.45,-32276.63,1041.69,-44398.97,-31234.94,-75633.91
15890,10012.58,25163.97,35974.81,-27046.1,-239294.14,12244.7,138757.18,-32274.41,1032.64,-44186.99,-31241.77,-75428.76
15900,9996.25,25120.34,35953.2,-27066.26,-239471.08,12288.38,138917.37,-32301.92,1031.02,-44261.8,-31270.9,-75532.7
15910,9879.53,24972.78,36075.17,-27121.89,-239500.22,12241.88,138975.56,-32191.68,1031.64,-44477.18,-31160.05,-75637.23
15920,10015.23,24982.57,36051.39,-27108.74,-239430.01,12249.56,138684.51,-32117.47,1032.66,-44555.49,-31084.81,-75640.3
15930,9896.2,25159.12,35999.47,-26979.47,-239637.31,12209.08,138959.34,-32188.79,1030.24,-44393.57,-31158.55,-75552.12
15940,9981.62,24984.01,35818.12,-27023.6,-239603.44,12164.33,138828.93,-32139.54,1031.22,-44850.04,-31108.31,-75958.35
15950,10047.04,25047.81,36054.1,-27049.78,-239542.25,12205.7,138928.23,-32385.76,1032.49,-44309.15,-31353.27,-75662.42
15960,9940.63,25212.38,36111.14,-27111.41,-239097.8,12201.35,138754.22,-32321.73,1031.74,-43989.49,-31290.0,-75279.48
15970,9910.56,25075.85,36104.21,-27071.52,-239374.78,12207.63,138820.13,-32266.95,1035.09,-44327.93,-31231.87,-75559.79
15980,9953.02,25088.82,35986.56,-27074.82,-239446.32,12193.9,138831.33,-32292.27,1027.86,-44467.5,-31264.41,-75731.91
15990,10088.99,25014.44,36018.65,-27158.41,-239544.96,12298.5,139096.37,-32355.45,1028.75,-44186.4,-31326.7,-75513.1
16000,9952.82,24941.99,36087.35,-27124.6,-239271.61,12271.63,138848.72,-32381.27,1030.29,-44293.7,-31350.98,-75644.68
16010,10015.18,25044.93,36058.17,-26939.76,-239393.39,12229.01,138779.56,-32394.91,1029.8,-44206.29,-31365.1,-75571.39
16020,9936.6,25035.59,36042.57,-27068.67,-239190.72,12209.8,138655.1,-32329.04,1029.16,-44379.73,-31299.87,-75679.61
16030,9992.19,25082.12,36023.54,-27151.34,-239540.41,12296.36,138947.68,-32256.79,1026.2,-44349.86,-31230.59,-75580.45
16040,10119.5,24836.24,35948.42,-27177.03,-239168.13,12265.13,138856.44,-32336.37,1021.4,-44319.43,-31314.97,-75634.4
16050,9943.81,24971.16,36029.9,-27012.94,-239650.12,12282.43,138956.01,-32216.7,1030.36,-44479.75,-31186.34,-75666.09
16060,9880.02,25182.21,35956.44,-26943.82,-239465.12,12236.99,138759.61,-32192.01,1034.22,-44393.68,-31157.79,-75551.47
16070,10056.4,24928.26,35990.85,-27042.74,-239621.52,12237.42,138882.87,-32168.85,1028.85,-44568.44,-31140.0,-75708.44
16080,9932.55,25080.57,35908.84,-27142.27,-239623.27,12273.73,138912.54,-32166.19,1028.27,-44657.3,-31137.92,-75795.22
16090,9902.33,24893.04,35962.98,-27131.59,-239764.89,12320.84,138911.77,-32015.01,1019.99,-44905.51,-30995.02,-75900.53
16100,10042.31,25000.3,36020.26,-27142.68,-239875.8,12211.04,139076.99,-32072.9,1032.79,-44667.58,-31040.11,-75707.69
16110,9884.61,25060.68,35884.37,-27059.23,-239531.02,12198.93,138904.68,-32165.59,1028.58,-44656.97,-31137.01,-75793.98
16120,9893.46,25178.6,35938.04,-27059.71,-239869.16,12254.78,138869.21,-31871.39,1029.25,-44794.79,-30842.15,-75636.93
16130,10057.78,25003.61,35929.29,-27017.91,-239302.38,12243.35,138614.97,-32141.65,1028.06,-44471.29,-31113.6,-75584.88
16140,9998.67,24968.53,36029.69,-27142.44,-239616.5,12160.37,138692.72,-31892.8,1029.39,-44908.96,-30863.42,-75772.38
16150,9993.16,25074.25,36017.11,-27079.22,-239698.47,12292.47,138781.22,-32013.76,1020.11,-44619.47,-30993.65,-75613.12
16160,9977.37,25230.95,35999.84,-27028.7,-239738.51,12266.1,138967.55,-32148.34,1030.34,-44325.4,-31118.0,-75443.4
16170,10021.21,24992.49,35913.46,-27036.88,-239413.76,12213.96,138771.29,-32093.63,1032.7,-44538.21,-31060.93,-75599.14
16180,10139.03,25153.33,35955.56,-27118.11,-239547.76,12228.53,138846.3,-32022.85,1030.12,-44343.12,-30992.73,-75335.84
16190,9840.89,25202.27,35940.5,-27035.29,-239604.54,12269.28,138891.59,-31915.95,1024.2,-44495.3,-30891.75,-75387.04
16200,9912.16,24894.65,35838.66,-26982.74,-239819.3,12242.19,139074.81,-32186.15,1029.43,-44839.57,-31156.72,-75996.29
16210,9951.87,24976.08,36079.29,-26989.74,-239543.57,12326.84,138899.95,-32196.49,1032.22,-44299.28,-31164.28,-75463.56
16220,9849.5,24958.13,36116.96,-27028.6,-239602.63,12314.13,139159.84,-32290.36,1030.26,-44232.67,-31260.1,-75492.76
16230,9846.27,24984.18,36006.6,-26884.96,-239193.09,12196.11,138765.42,-32518.91,1032.82,-44279.48,-31486.09,-75765.56
16240,9869.64,25236.96,35960.67,-27119.47,-239674.79,12274.95,139075.6,-32234.14,1030.87,-44376.45,-31203.27,-75579.72
16250,9763.16,25083.01,35980.24,-27127.76,-239552.31,12292.87,138919.08,-32169.86,1030.27,-44641.72,-31139.59,-75781.31
16260,9930.49,25186.78,35966.25,-26965.19,-239537.77,12298.41,138986.79,-32337.3,1039.89,-44134.24,-31297.4,-75431.65
16270,9921.42,25034.75,36133.13,-26972.02,-239739.93,12241.18,138877.47,-32059.59,1037.32,-44503.99,-31022.27,-75526.26
16280,9968.08,24962.41,35990.22,-26956.01,-239277.15,12169.48,138920.35,-32348.47,1040.19,-44222.61,-31308.28,-75530.88
16290,9955.34,25022.38,35909.44,-26998.33,-239338.71,12215.08,138708.44,-32291.36,1044.49,-44526.35,-31246.87,-75773.23
16300,10051.56,25079.89,35980.87,-26837.33,-239531.74,12284.33,139120.37,-32477.83,1046.2,-43852.05,-31431.62,-75283.67
16310,10089.57,25143.97,35971.38,-27085.51,-238954.65,12116.27,138817.58,-32681.87,1046.69,-43901.39,-31635.18,-75536.57
16320,9904.61,25187.29,36058.92,-27009.17,-239178.33,12264.76,138940.04,-32559.91,1037.44,-43831.88,-31522.48,-75354.36
16330,9973.03,25159.38,35926.91,-27106.3,-239177.41,12185.95,138949.15,-32505.4,1039.95,-44089.29,-31465.45,-75554.74
16340,10093.85,25162.15,36006.06,-26975.85,-239461.47,12173.91,138838.95,-32167.57,1036.03,-44162.4,-31131.54,-75293.93
16350,10085.13,25119.28,35890.06,-26980.68,-239406.04,12253.72,139011.42,-32422.21,1039.47,-44027.11,-31382.73,-75409.84
16360,9845.58,24951.37,35820.68,-26952.07,-239258.94,12256.05,139024.15,-32479.07,1046.24,-44313.19,-31432.84,-75746.03
16370,10083.83,24934.16,36006.48,-26977.73,-239004.15,12268.01,138905.71,-32577.7,1042.49,-43783.68,-31535.21,-75318.89
16380,10096.81,24875.13,35950.58,-26956.74,-239112.22,12239.54,138711.03,-32405.38,1033.86,-44195.86,-31371.52,-75567.38
16390,9944.89,25204.0,36082.39,-26988.87,-239181.08,12345.54,138894.58,-32509.18,1040.91,-43698.55,-31468.27,-75166.82
16400,10068.13,25007.97,35968.69,-26941.7,-239399.18,12333.22,138700.36,-32271.14,1042.55,-44262.51,-31228.58,-75491.09
16410,9955.32,25178.72,35955.17,-27052.16,-239162.27,12213.98,138703.68,-32419.56,1037.69,-44207.57,-31381.87,-75589.44
16420,10121.96,25107.66,35938.42,-27038.86,-239292.81,12274.95,138760.52,-32312.25,1035.9,-44128.14,-31276.35,-75404.49
16430,10100.33,24989.67,35934.69,-26990.31,-238659.76,12243.09,138713.03,-32825.75,1043.42,-43669.25,-31782.32,-75451.57
16440,9888.98,25081.06,35992.83,-26932.37,-238924.44,12315.9,138677.76,-32648.25,1045.32,-43900.27,-31602.93,-75503.19
16450,10074.46,24935.38,35907.48,-27047.45,-238921.68,12268.39,138896.68,-32671.07,1038.57,-43886.75,-31632.5,-75519.25
16460,10099.47,25116.89,36053.56,-26979.0,-239214.34,12204.85,138789.37,-32437.13,1043.77,-43929.2,-31393.36,-75322.56
16470,10100.97,25191.5,36003.28,-27064.92,-239153.6,12256.32,138735.55,-32467.24,1041.3,-43930.9,-31425.94,-75356.84
16480,9991.74,25084.74,35927.57,-27080.97,-239202.7,12227.49,138849.74,-32452.65,1041.36,-44202.39,-31411.29,-75613.68
16490,10073.73,25270.27,35866.33,-26935.11,-239065.29,12268.68,138691.73,-32516.07,1043.95,-43829.65,-31472.12,-75301.77
16500,9948.08,25041.62,36039.95,-26993.56,-238819.76,12265.21,138558.1,-32522.18,1043.2,-43960.36,-31478.98,-75439.34
16510,9946.49,25181.53,36058.14,-27018.07,-239362.97,12311.86,138931.23,-32393.15,1038.42,-43951.79,-31354.73,-75306.52
16520,10134.28,25194.17,35988.21,-27082.8,-239446.72,12202.37,138701.94,-32218.04,1041.69,-44308.55,-31176.34,-75484.89
16530,9974.89,24907.98,36054.54,-27100.79,-238976.34,12207.13,138543.53,-32400.62,1036.14,-44389.05,-31364.48,-75753.53
16540,10043.2,25080.4,36055.49,-27043.59,-239302.81,12254.46,138545.53,-32099.66,1041.29,-44367.33,-31058.37,-75425.69
16550,10203.91,25115.93,35979.88,-27106.09,-239140.99,12235.11,138614.01,-32317.51,1035.58,-44098.23,-31281.93,-75380.16
16560,10064.0,25055.77,35958.4,-26934.58,-239410.46,12198.9,138670.65,-32240.67,1046.2,-44397.32,-31194.47,-75591.79
16570,9848.79,24991.47,35911.89,-27034.94,-239453.43,12295.26,138925.81,-32257.54,1033.67,-44515.15,-31223.87,-75739.02
16580,9971.61,25191.83,35902.08,-27004.29,-239183.97,12187.23,138777.25,-32314.1,1042.72,-44158.25,-31271.39,-75429.64
16590,10070.86,25118.19,35970.9,-26932.42,-239305.89,12176.14,138851.34,-32341.21,1043.81,-44050.87,-31297.4,-75348.27
16600,9884.13,25263.38,35979.98,-26928.19,-239062.15,12320.66,138851.21,-32473.62,1044.84,-43690.97,-31428.78,-75119.75
16610,10045.0,25092.31,35971.25,-26946.04,-239174.51,12235.49,138714.56,-32413.77,1039.88,-44061.94,-31373.9,-75435.84
16620,9992.18,25108.86,35984.16,-26957.15,-238889.61,12284.79,138645.57,-32500.65,1048.95,-43831.19,-31451.69,-75282.89
16630,10058.17,25246.17,35985.12,-27068.7,-239203.01,12180.28,138753.82,-32325.62,1037.76,-44048.15,-31287.86,-75336.01
16640,10075.42,25083.06,36036.27,-27026.83,-239086.06,12222.48,138734.29,-32359.77,1042.39,-43961.37,-31317.38,-75278.75
16650,9940.43,24922.64,35915.59,-26822.55,-239332.42,12266.02,139008.58,-32421.8,1045.31,-44101.7,-31376.49,-75478.19
16660,10035.92,25068.01,35890.49,-27027.46,-239017.24,12295.61,138870.96,-32483.13,1041.52,-43883.7,-31441.62,-75325.31
16670,10025.34,25108.26,35981.66,-27031.45,-239093.6,12316.28,138742.73,-32327.82,1039.58,-43950.78,-31288.24,-75239.02
16680,10003.51,25118.43,35933.43,-26954.92,-239273.7,12174.83,138519.64,-32149.51,1042.47,-44478.79,-31107.04,-75585.84
16690,10054.69,25059.84,35918.39,-26911.27,-239103.63,12240.4,138768.65,-32352.59,1040.34,-43972.94,-31312.25,-75285.19
16700,9912.99,25167.68,35990.25,-26996.03,-239424.29,12286.5,138774.52,-32117.88,1032.97,-44288.37,-31084.91,-75373.29
16710,9911.28,24990.57,35994.47,-26927.29,-239274.31,12346.1,138867.42,-32370.91,1048.04,-44091.76,-31322.87,-75414.64
16720,10080.65,24928.08,35956.49,-27014.83,-239242.54,12249.32,138895.06,-32376.43,1041.65,-44147.78,-31334.78,-75482.55
16730,10014.39,25112.59,35845.6,-27019.04,-239096.37,12202.75,138715.17,-32359.46,1037.02,-44224.91,-31322.44,-75547.36
16740,9980.26,24991.13,36039.18,-27086.76,-239622.37,12342.78,138930.22,-32108.97,1034.08,-44425.56,-31074.9,-75500.46
16750,9900.36,25223.3,35904.08,-26950.57,-238888.47,12210.97,138622.53,-32482.51,1038.64,-43977.8,-31443.87,-75421.67
16760,9894.52,25104.98,36025.06,-27067.64,-239227.66,12209.5,138696.71,-32237.12,1028.22,-44364.55,-31208.91,-75573.45
16770,9985.61,24835.09,35922.64,-26933.23,-238915.63,12307.48,138709.63,-32572.07,1044.61,-44088.4,-31527.47,-75615.87
16780,9933.65,25121.33,36052.99,-27038.58,-239125.14,12278.75,138725.83,-32244.79,1039.94,-44051.17,-31204.85,-75256.02
16790,9908.01,25157.92,36008.71,-26898.01,-239273.6,12236.16,138739.21,-32408.72,1043.56,-44121.61,-31365.16,-75486.77
16800,10041.03,24858.27,36002.57,-27015.08,-239124.89,12280.13,138863.11,-32278.11,1039.86,-44094.85,-31238.25,-75333.1
16810,10034.34,25028.05,36018.6,-26936.83,-238981.78,12263.67,138756.35,-32580.76,1040.94,-43817.59,-31539.82,-75357.41
16820,9974.94,25025.01,35997.32,-26910.0,-239021.17,12205.78,138544.47,-32509.36,1049.18,-44183.65,-31460.18,-75643.83
16830,10094.63,24940.21,35969.47,-27020.81,-239012.25,12200.86,138744.82,-32452.18,1044.5,-44083.06,-31407.68,-75490.74
16840,9895.74,25066.97,35955.0,-27016.48,-239129.2,12222.52,138828.42,-32427.04,1045.4,-44177.03,-31381.64,-75558.68
16850,10004.63,25091.02,35969.99,-26979.26,-239126.85,12174.79,138898.88,-32514.57,1043.51,-43966.8,-31471.06,-75437.86
16860,9845.22,25000.02,35888.47,-27093.34,-238864.26,12257.1,138827.98,-32472.48,1039.62,-44138.81,-31432.86,-75571.67
16870,10038.54,25184.66,35951.7,-26980.29,-239033.23,12270.45,138740.4,-32580.35,1045.27,-43827.78,-31535.08,-75362.86
16880,9975.72,25002.6,35974.16,-26899.46,-239468.98,12255.62,138757.97,-32165.13,1042.93,-44402.37,-31122.21,-75524.58
16890,10065.44,24966.89,36043.42,-27026.06,-239259.22,12236.74,138771.81,-32286.53,1036.87,-44200.98,-31249.65,-75450.64
16900,9979.93,25132.9,36013.7,-26891.77,-239400.79,12285.32,138753.45,-32197.25,1035.52,-44127.26,-31161.73,-75288.99
